Timestamp;age;Generation;Gender;Purchase_Frequency;Purchase_Categories;Personalized_Recommendation_Frequency;Browsing_Frequency;Product_Search_Method;Search_Result_Exploration;Customer_Reviews_Importance;Add_to_Cart_Browsing;Cart_Completion_Frequency;Cart_Abandonment_Factors;Saveforlater_Frequency;Review_Left;Review_Reliability;Review_Helpfulness;Personalized_Recommendation_Frequency ;Recommendation_Helpfulness;Rating_Accuracy ;Shopping_Satisfaction;Service_Appreciation;Improvement_Areas
2023/06/07 10:10:58 PM GMT+5:30;34;Y;Female;Once a week;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/07 10:11:28 PM GMT+5:30;37;Y;Female;Once a week;Beauty and Personal Care;No;Few times a week;categories;First page;2;Yes;Always;Found a better price elsewhere;Often;No;Occasionally;No;3;No;3;3;Product recommendations;Reducing packaging waste
2023/06/07 10:16:22 PM GMT+5:30;34;Y;Female;Once a week;Clothing and Fashion;No;Few times a week;Filter;Multiple pages;2;No;Sometimes;Changed my mind or no longer need the item;Often;Yes;Occasionally;No;2;No;3;2;Competitive prices;Customer service responsiveness
2023/06/07 10:16:54 PM GMT+5:30;23;Z;Others;Once a month;Groceries and Gourmet Food;Sometimes;Few times a week;Filter;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Never;Sometimes;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/07 10:17:40 PM GMT+5:30;45;X;Female;Once a week;others;No;Rarely;Keyword;Multiple pages;2;No;Sometimes;others;Often;No;Occasionally;No;3;No;3;3;User-friendly website/app interface;Reducing packaging waste
2023/06/07 10:20:09 PM GMT+5:30;26;Y;Male;Less than once a month;Clothing and Fashion;Yes;Few times a week;Keyword;Multiple pages;5;Yes;Rarely;Found a better price elsewhere;Rarely;Yes;Never;Yes;3;Yes;1;3;Wide product selection;User interface 
2023/06/07 10:21:00 PM GMT+5:30;34;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/07 10:35:06 PM GMT+5:30;21;Z;Prefer not to say;Once a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/07 10:38:51 PM GMT+5:30;23;Z;Prefer not to say;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/07 10:39:21 PM GMT+5:30;41;X;Male;Multiple times a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/07 10:40:10 PM GMT+5:30;32;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/07 10:41:10 PM GMT+5:30;23;Z;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a week;Filter;Multiple pages;3;Maybe;Rarely;Found a better price elsewhere;Sometimes;No;Occasionally;No;4;Sometimes;3;3;Competitive prices;Shipping speed and reliability
2023/06/07 10:42:24 PM GMT+5:30;22;Z;Female;Multiple times a week;Beauty and Personal Care;Yes;Few times a week;Keyword;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Always;No;Occasionally;Sometimes;4;Sometimes;3;4;Product recommendations;Product quality and accuracy
2023/06/07 10:44:42 PM GMT+5:30;48;X;Female;Multiple times a week;Clothing and Fashion;Yes;Rarely;Keyword;First page;4;No;Rarely;High shipping costs;Rarely;No;Moderately;No;1;Sometimes;2;2;Wide product selection;Shipping speed and reliability
2023/06/07 10:58:04 PM GMT+5:30;32;Y;Male;Few times a month;Groceries and Gourmet Food;Yes;Few times a week;Filter;Multiple pages;3;Maybe;Rarely;Found a better price elsewhere;Sometimes;Yes;Occasionally;Yes;3;Sometimes;3;3;Competitive prices;Customer service responsiveness
2023/06/07 10:59:06 PM GMT+5:30;28;Y;Prefer not to say;Few times a month;Beauty and Personal Care;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Sometimes;High shipping costs;Sometimes;No;Occasionally;Sometimes;3;No;3;3;Product recommendations;Reducing packaging waste
2023/06/07 11:00:15 PM GMT+5:30;23;Z;Female;Once a week;Beauty and Personal Care;Yes;Few times a week;Filter;First page;3;Maybe;Rarely;Changed my mind or no longer need the item;Rarely;No;Occasionally;Sometimes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/07 11:01:42 PM GMT+5:30;23;Z;Female;Few times a month;Beauty and Personal Care;No;Few times a week;categories;First page;3;Yes;Rarely;Changed my mind or no longer need the item;Always;Yes;Occasionally;No;3;Sometimes;3;3;Product recommendations;Customer service responsiveness
2023/06/07 11:02:45 PM GMT+5:30;26;Y;Female;Multiple times a week;Clothing and Fashion;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;No;4;Sometimes;3;3;Competitive prices;Reducing packaging waste
2023/06/07 11:03:50 PM GMT+5:30;34;Y;Female;Multiple times a week;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Moderately;Sometimes;4;Sometimes;3;3;User-friendly website/app interface;Reducing packaging waste
2023/06/07 11:05:19 PM GMT+5:30;23;Z;Female;Multiple times a week;Beauty and Personal Care;Sometimes;Few times a week;Filter;First page;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Heavily;Yes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/07 11:06:40 PM GMT+5:30;22;Z;Female;Once a week;Clothing and Fashion;Sometimes;Few times a month;Filter;Multiple pages;3;Maybe;Sometimes;Found a better price elsewhere;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/07 11:07:55 PM GMT+5:30;32;Y;Prefer not to say;Once a month;Clothing and Fashion;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Never;Changed my mind or no longer need the item;Sometimes;No;Occasionally;Sometimes;3;Sometimes;3;4;Product recommendations;Reducing packaging waste
2023/06/07 11:08:52 PM GMT+5:30;47;X;Female;Once a month;Clothing and Fashion;No;Multiple times a day;categories;Multiple pages;2;Yes;Often;High shipping costs;Sometimes;Yes;Moderately;Yes;3;Sometimes;2;3;User-friendly website/app interface;Shipping speed and reliability
2023/06/07 11:10:09 PM GMT+5:30;22;Z;Female;Few times a month;Beauty and Personal Care;Sometimes;Few times a week;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Occasionally;Yes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/08 3:23:21 AM GMT+5:30;47;X;Male;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 3:23:36 AM GMT+5:30;22;Z;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 3:23:58 AM GMT+5:30;45;X;Prefer not to say;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 3:24:37 AM GMT+5:30;21;Z;Male;Less than once a month;others;Sometimes;Rarely;others;First page;4;Maybe;Rarely;Changed my mind or no longer need the item;Rarely;No;Rarely;No;4;Sometimes;4;4;Wide product selection;Shipping speed and reliability
2023/06/08 3:25:14 AM GMT+5:30;27;Y;Others;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 3:25:32 AM GMT+5:30;37;Y;Male;Less than once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 3:26:03 AM GMT+5:30;33;Y;Female;Multiple times a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 3:26:38 AM GMT+5:30;22;Z;Others;Once a week;Beauty and Personal Care;No;Few times a month;categories;First page;3;No;Often;Changed my mind or no longer need the item;Often;No;Occasionally;No;2;No;2;3;Product recommendations;Customer service responsiveness
2023/06/08 3:27:23 AM GMT+5:30;25;Y;Male;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 3:27:57 AM GMT+5:30;28;Y;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 3:28:23 AM GMT+5:30;17;Z;Prefer not to say;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 3:29:26 AM GMT+5:30;16;Z;Male;Once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 3:30:05 AM GMT+5:30;32;Y;Male;Less than once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 3:30:19 AM GMT+5:30;27;Y;Female;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 3:32:42 AM GMT+5:30;18;Z;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 3:33:39 AM GMT+5:30;37;Y;Male;Less than once a month;others;No;Rarely;others;First page;3;No;Often;Changed my mind or no longer need the item;Never;No;Heavily;Sometimes;4;Yes;4;4;Wide product selection;Product quality and accuracy
2023/06/08 7:00:57 AM GMT+5:30;28;Y;Male;Once a month;Clothing and Fashion;Yes;Few times a week;categories;Multiple pages;1;No;Sometimes;others;Sometimes;Yes;Heavily;Yes;2;Sometimes;3;3;Product recommendations;Product quality and accuracy
2023/06/08 7:33:15 AM GMT+5:30;48;X;Female;Less than once a month;Beauty and Personal Care;Sometimes;Rarely;categories;First page;5;Yes;Always;Found a better price elsewhere;Rarely;No;Occasionally;Yes;3;Yes;3;2;Competitive prices;Shipping speed and reliability
2023/06/08 8:59:45 AM GMT+5:30;50;X;Female;Multiple times a week;Home and Kitchen;Yes;Multiple times a day;others;Multiple pages;3;Yes;Sometimes;Found a better price elsewhere;Always;Yes;Moderately;Yes;2;Yes;3;3;Wide product selection;Product quality and accuracy
2023/06/08 9:16:26 AM GMT+5:30;24;Z;Female;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 9:54:40 AM GMT+5:30;40;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 10:54:00 AM GMT+5:30;25;Y;Female;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 11:59:14 AM GMT+5:30;31;Y;Male;Once a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 12:22:05 PM GMT+5:30;18;Z;Female;Once a month;Clothing and Fashion;No;Few times a month;Keyword;Multiple pages;2;No;Sometimes;Changed my mind or no longer need the item;Always;Yes;Heavily;Yes;1;Yes;5;3;User-friendly website/app interface;Shipping speed and reliability
2023/06/08 2:21:41 PM GMT+5:30;26;Y;Female;Once a week;Beauty and Personal Care;Yes;Few times a month;categories;Multiple pages;1;Yes;Often;Found a better price elsewhere;Sometimes;Yes;Moderately;Yes;1;Yes;1;1;Wide product selection;Product quality and accuracy
2023/06/08 4:29:56 PM GMT+5:30;16;Z;Female;Less than once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:06:30 PM GMT+5:30;18;Z;Male;Once a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:07:19 PM GMT+5:30;40;Y;Male;Less than once a month;Home and Kitchen;;;;;;;;;;;;;;;;;;
2023/06/08 5:07:35 PM GMT+5:30;19;Z;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:08:27 PM GMT+5:30;16;Z;Prefer not to say;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:09:31 PM GMT+5:30;43;X;Male;Less than once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:11:27 PM GMT+5:30;25;Y;Prefer not to say;Once a week;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:13:33 PM GMT+5:30;22;Z;Female;Once a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:14:30 PM GMT+5:30;17;Z;Prefer not to say;Once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:15:27 PM GMT+5:30;34;Y;Male;Less than once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:16:17 PM GMT+5:30;30;Y;Prefer not to say;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:17:10 PM GMT+5:30;31;Y;Others;Once a month;Home and Kitchen;Sometimes;Few times a week;Filter;First page;3;No;Often;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;4;No;2;2;Wide product selection;Reducing packaging waste
2023/06/08 5:19:23 PM GMT+5:30;31;Y;Female;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:19:41 PM GMT+5:30;34;Y;Prefer not to say;Multiple times a week;Beauty and Personal Care;Yes;Multiple times a day;Keyword;Multiple pages;1;Yes;Always;High shipping costs;Always;Yes;Heavily;Yes;5;Yes;5;5;Wide product selection;Product quality and accuracy
2023/06/08 5:19:56 PM GMT+5:30;26;Y;Female;Once a month;Clothing and Fashion;No;Few times a week;categories;Multiple pages;1;Yes;Always;High shipping costs;Often;Yes;Moderately;Yes;1;Yes;1;3;User-friendly website/app interface;Product quality and accuracy
2023/06/08 5:20:43 PM GMT+5:30;26;Y;Male;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:20:57 PM GMT+5:30;24;Z;Prefer not to say;Less than once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:22:08 PM GMT+5:30;26;Y;Female;Once a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:23:05 PM GMT+5:30;29;Y;Male;Less than once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:23:08 PM GMT+5:30;37;Y;Prefer not to say;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:24:42 PM GMT+5:30;34;Y;Others;Few times a month;Clothing and Fashion;Sometimes;Few times a week;Filter;First page;3;Maybe;Often;Changed my mind or no longer need the item;Often;No;Moderately;Yes;3;No;3;3;User-friendly website/app interface;Customer service responsiveness
2023/06/08 5:25:27 PM GMT+5:30;31;Y;Female;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:25:40 PM GMT+5:30;27;Y;Male;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:27:22 PM GMT+5:30;23;Z;Male;Once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:28:09 PM GMT+5:30;21;Z;Prefer not to say;Once a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:28:47 PM GMT+5:30;53;X;Male;Less than once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:29:01 PM GMT+5:30;26;Y;Prefer not to say;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:30:12 PM GMT+5:30;28;Y;Prefer not to say;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:30:34 PM GMT+5:30;47;X;Female;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:31:03 PM GMT+5:30;37;Y;Prefer not to say;Once a week;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:32:09 PM GMT+5:30;37;Y;Prefer not to say;Once a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:32:12 PM GMT+5:30;39;Y;Male;Less than once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:33:01 PM GMT+5:30;40;Y;Prefer not to say;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:33:12 PM GMT+5:30;23;Z;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:34:27 PM GMT+5:30;25;Y;Prefer not to say;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:35:01 PM GMT+5:30;34;Y;Female;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:35:25 PM GMT+5:30;26;Y;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:36:14 PM GMT+5:30;31;Y;Prefer not to say;Once a week;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:37:13 PM GMT+5:30;26;Y;Female;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:37:58 PM GMT+5:30;34;Y;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:38:01 PM GMT+5:30;18;Z;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:38:57 PM GMT+5:30;40;Y;Male;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:39:54 PM GMT+5:30;42;X;Female;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:39:57 PM GMT+5:30;35;Y;Prefer not to say;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:40:49 PM GMT+5:30;37;Y;Male;Once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:41:46 PM GMT+5:30;46;X;Male;Less than once a month;Home and Kitchen;;;;;;;;;;;;;;;;;;
2023/06/08 5:42:23 PM GMT+5:30;24;Z;Prefer not to say;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:42:27 PM GMT+5:30;35;Y;Prefer not to say;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:43:45 PM GMT+5:30;46;X;Female;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:44:57 PM GMT+5:30;32;Y;Others;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:45:08 PM GMT+5:30;35;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:45:59 PM GMT+5:30;36;Y;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:46:49 PM GMT+5:30;15;Z;Female;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:47:32 PM GMT+5:30;43;X;Prefer not to say;Less than once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:48:14 PM GMT+5:30;20;Z;Prefer not to say;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:48:55 PM GMT+5:30;34;Y;Female;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:49:56 PM GMT+5:30;34;Y;Male;Less than once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:49:59 PM GMT+5:30;47;X;Female;Few times a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:52:26 PM GMT+5:30;25;Y;Female;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:52:44 PM GMT+5:30;21;Z;Prefer not to say;Once a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:53:11 PM GMT+5:30;24;Z;Prefer not to say;Once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:54:05 PM GMT+5:30;36;Y;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 5:54:49 PM GMT+5:30;46;X;Male;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:55:15 PM GMT+5:30;27;Y;Male;Once a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:55:54 PM GMT+5:30;25;Y;Male;Few times a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:57:03 PM GMT+5:30;43;X;Male;Once a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:57:34 PM GMT+5:30;32;Y;Prefer not to say;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:58:03 PM GMT+5:30;18;Z;Male;Once a week;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 5:58:43 PM GMT+5:30;45;X;Female;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:59:20 PM GMT+5:30;25;Y;Prefer not to say;Once a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 5:59:25 PM GMT+5:30;45;X;Male;Less than once a month;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 6:00:06 PM GMT+5:30;32;Y;Female;Once a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 6:00:20 PM GMT+5:30;42;X;Female;Once a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 6:00:50 PM GMT+5:30;35;Y;Female;Multiple times a week;Clothing and Fashion;;;;;;;;;;;;;;;;;;
2023/06/08 6:01:31 PM GMT+5:30;35;Y;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 6:01:33 PM GMT+5:30;52;X;Male;Multiple times a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/08 6:39:59 PM GMT+5:30;24;Z;Female;Less than once a month;Home and Kitchen;No;Rarely;categories;Multiple pages;1;Yes;Sometimes;Found a better price elsewhere;Rarely;Yes;Heavily;Yes;4;Yes;1;3;Competitive prices;Product quality and accuracy
2023/06/08 7:46:31 PM GMT+5:30;28;Y;Female;Once a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 7:50:55 PM GMT+5:30;33;Y;Female;Multiple times a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 8:26:58 PM GMT+5:30;23;Z;Female;Less than once a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 9:17:38 PM GMT+5:30;21;Z;Female;Less than once a month;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 9:39:30 PM GMT+5:30;34;Y;Female;Few times a month;Home and Kitchen;No;Few times a month;categories;First page;3;No;Always;Found a better price elsewhere;Sometimes;No;Occasionally;No;1;No;3;3;Product recommendations;Reducing packaging waste
2023/06/08 9:39:55 PM GMT+5:30;23;Z;Prefer not to say;Once a month;Clothing and Fashion;No;Few times a month;Filter;Multiple pages;2;No;Sometimes;Found a better price elsewhere;Sometimes;No;Occasionally;No;3;Sometimes;2;2;Competitive prices;Customer service responsiveness
2023/06/08 9:40:24 PM GMT+5:30;34;Y;Prefer not to say;Few times a month;Beauty and Personal Care;Sometimes;Rarely;others;Multiple pages;3;No;Sometimes;Found a better price elsewhere;Sometimes;Yes;Occasionally;No;2;Sometimes;2;5;User-friendly website/app interface;Shipping speed and reliability
2023/06/08 9:40:50 PM GMT+5:30;34;Y;Female;Once a week;Home and Kitchen;No;Few times a week;Filter;Multiple pages;3;No;Sometimes;Changed my mind or no longer need the item;Sometimes;No;Moderately;Yes;2;Sometimes;2;2;Competitive prices;Reducing packaging waste
2023/06/08 10:13:41 PM GMT+5:30;25;Y;Female;Less than once a month;others;Sometimes;Rarely;categories;First page;3;Maybe;Rarely;Found a better price elsewhere;Never;No;Never;Sometimes;3;Sometimes;3;3;Product recommendations;Shipping speed and reliability
2023/06/08 10:21:20 PM GMT+5:30;32;Y;Male;Less than once a month;others;Sometimes;Rarely;categories;First page;1;No;Always;Changed my mind or no longer need the item;Never;No;Moderately;Yes;2;Sometimes;2;2;Wide product selection;Customer service responsiveness
2023/06/08 10:24:19 PM GMT+5:30;24;Z;Female;Few times a month;Home and Kitchen;Yes;Few times a week;Keyword;First page;1;Yes;Often;others;Sometimes;Yes;Heavily;Yes;2;Yes;2;2;Wide product selection;Product quality and accuracy
2023/06/08 10:38:16 PM GMT+5:30;34;Y;Female;Few times a month;Clothing and Fashion;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Rarely;Changed my mind or no longer need the item;Rarely;No;Never;Sometimes;5;No;1;3;Product recommendations;Reducing packaging waste
2023/06/08 10:38:51 PM GMT+5:30;44;X;Male;Once a week;Beauty and Personal Care;Sometimes;Few times a week;categories;First page;3;Maybe;Sometimes;Changed my mind or no longer need the item;Sometimes;Yes;Occasionally;Sometimes;3;Sometimes;3;3;Product recommendations;Reducing packaging waste
2023/06/08 10:39:27 PM GMT+5:30;23;Z;Female;Once a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/08 10:39:59 PM GMT+5:30;23;Z;Female;Few times a month;Clothing and Fashion;Sometimes;Rarely;categories;First page;3;No;Sometimes;Found a better price elsewhere;Often;Yes;Moderately;No;3;No;4;2;Product recommendations;Customer service responsiveness
2023/06/08 10:40:33 PM GMT+5:30;34;Y;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a month;Keyword;Multiple pages;4;Maybe;Often;Found a better price elsewhere;Sometimes;Yes;Occasionally;Sometimes;3;No;2;2;Product recommendations;Reducing packaging waste
2023/06/08 10:41:11 PM GMT+5:30;23;Z;Female;Once a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/09 3:47:38 AM GMT+5:30;36;Y;Female;Once a month;Home and Kitchen;No;Few times a week;categories;Multiple pages;3;Yes;Sometimes;Found a better price elsewhere;Sometimes;No;Occasionally;Yes;3;Yes;3;2;User-friendly website/app interface;Product quality and accuracy
2023/06/09 8:10:05 AM GMT+5:30;24;Z;Female;Few times a month;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/09 9:31:57 AM GMT+5:30;21;Z;Female;Once a week;Beauty and Personal Care;;;;;;;;;;;;;;;;;;
2023/06/09 9:32:44 AM GMT+5:30;21;Z;Female;Few times a month;Clothing and Fashion;Sometimes;Few times a week;categories;Multiple pages;3;Yes;Often;Found a better price elsewhere;Sometimes;Yes;Moderately;Yes;2;Yes;2;2;Competitive prices;Customer service responsiveness
2023/06/09 9:33:35 AM GMT+5:30;45;X;Male;Once a month;Clothing and Fashion;Sometimes;Multiple times a day;Keyword;Multiple pages;3;Maybe;Always;Found a better price elsewhere;Often;Yes;Occasionally;Yes;2;No;3;2;Competitive prices;Product quality and accuracy
2023/06/09 9:34:07 AM GMT+5:30;21;Z;Female;Once a week;Beauty and Personal Care;Sometimes;Few times a month;Filter;Multiple pages;2;Maybe;Often;Found a better price elsewhere;Often;No;Occasionally;No;2;Sometimes;2;2;Competitive prices;Customer service responsiveness
2023/06/09 9:34:44 AM GMT+5:30;23;Z;Female;Once a week;Clothing and Fashion;Yes;Few times a week;categories;First page;3;Maybe;Often;Found a better price elsewhere;Sometimes;Yes;Moderately;Yes;2;Sometimes;2;2;Product recommendations;Reducing packaging waste
2023/06/09 9:35:19 AM GMT+5:30;21;Z;Female;Once a week;Groceries and Gourmet Food;;;;;;;;;;;;;;;;;;
2023/06/09 9:35:57 AM GMT+5:30;34;Y;Female;Once a month;Clothing and Fashion;Sometimes;Few times a week;categories;Multiple pages;2;Maybe;Often;Changed my mind or no longer need the item;Sometimes;Yes;Moderately;Sometimes;2;No;3;3;Product recommendations;Reducing packaging waste
2023/06/09 9:37:15 AM GMT+5:30;21;Z;Female;Few times a month;Beauty and Personal Care;Sometimes;Few times a month;categories;Multiple pages;3;Maybe;Sometimes;Changed my mind or no longer need the item;Rarely;Yes;Rarely;Sometimes;2;Sometimes;3;3;Product recommendations;Reducing packaging waste
